"IP","Target C2","OpenPorts","Score(Inbound/Outbound)","Country","Scan Time"
"167.114.102.229","c2_mythic","80","Critical/Critical","ca","2025-08-07 20:28:51"
"154.12.230.166","c2_mythic","443","Critical/Critical","us","2025-08-07 22:39:40"
"45.55.123.49","c2_havoc","8000","Critical/Critical","us","2025-07-31 12:35:44"
"23.121.133.109","c2_meshagent","80","Critical/Critical","us","2025-08-08 01:16:13"
"3.83.159.195","c2_meshagent","443","Critical/Critical","us","2025-08-08 01:31:22"
"205.234.156.138","c2_metasploit","443","Critical/Critical","us","2025-08-07 01:49:19"
"13.60.223.123","c2_meshagent","443","Critical/Critical","se","2025-08-08 00:22:15"
"172.167.163.14","c2_havoc","443","Critical/Critical","gb","2025-07-31 10:16:20"
"173.249.45.65","c2_havoc","443","Critical/Critical","fr","2025-08-03 09:19:38"
"80.211.163.21","c2_meshagent","80","Critical/Critical","it","2025-08-08 00:01:10"
"85.239.63.3","c2_havoc","443","Critical/Critical","gb","2025-08-06 19:13:13"
"3.215.27.56","c2_meshagent","80","Critical/Critical","us","2025-08-08 00:01:48"
"34.47.138.207","c2_havoc","443","Critical/Critical","in","2025-08-06 15:41:38"
"203.161.38.57","c2_metasploit","6667","Critical/Critical","us","2025-08-01 15:50:06"
"65.181.112.236","c2_mythic","443","Critical/Critical","us","2025-08-07 22:11:24"
"150.136.124.241","c2_mythic","80","Critical/Critical","us","2025-08-07 20:15:17"
"80.34.126.112","c2_meshagent","443","Critical/Critical","es","2025-08-08 00:08:09"
"184.168.21.97","c2_mythic","80","Critical/Critical","us","2025-08-07 21:41:04"
"85.215.221.231","c2_covenant","7443","Critical/Critical","de","2025-07-22 10:19:46"
"143.198.50.31","c2_havoc","443","Critical/Critical","us","2025-08-07 19:59:14"
"124.198.131.190","c2_mythic","443","Critical/Critical","nz","2025-08-07 22:53:17"
"82.153.138.122","c2_havoc","443","Critical/Critical","ro","2025-08-01 09:00:24"
"81.169.203.77","c2_mythic","443","Critical/Critical","de","2025-08-07 21:20:55"
"148.113.198.20","c2_mythic","443","Critical/Critical","ca","2025-08-07 18:11:20"
"131.153.96.5","c2_meshagent","443","Critical/Critical","rs","2025-08-07 23:50:37"
"13.57.13.8","c2_meshagent","443","Critical/Critical","us","2025-08-08 00:30:18"
"51.81.171.234","c2_havoc","443","Critical/Critical","us","2025-08-07 20:20:48"
"84.247.184.158","c2_meshagent","443","Critical/Critical","de","2025-08-08 00:37:00"
"140.245.20.183","c2_mythic","443","Critical/Critical","in","2025-08-07 22:02:03"
"86.106.85.191","c2_havoc","80","Critical/Critical","ro","2025-08-03 10:31:13"
"139.99.20.204","c2_mythic","443","Critical/Critical","sg","2025-08-07 22:53:22"
"13.39.23.222","c2_havoc","9003","Critical/Critical","fr","2025-08-02 21:01:58"
"3.142.131.176","c2_meshagent","443","Critical/Critical","us","2025-08-08 01:18:36"
"23.20.191.130","c2_mythic","443","Critical/Critical","us","2025-08-07 19:40:04"
"5.101.84.173","c2_havoc","443","Critical/Critical","ru","2025-08-07 14:25:47"
"80.32.117.140","c2_meshagent","443","Critical/Critical","es","2025-08-08 00:02:47"
"3.79.148.6","c2_mythic","443","Critical/Critical","de","2025-08-07 23:52:57"
"202.71.14.166","c2_havoc","443","Safe/Low","de","2025-08-07 14:48:37"
"66.63.187.17","c2_havoc","443","Critical/Critical","us","2025-08-01 10:07:14"
"3.90.201.175","c2_havoc","443","Critical/Critical","us","2025-08-07 22:09:25"
"23.95.218.57","c2_meshagent","443","Critical/Critical","us","2025-08-08 01:50:00"
"52.0.208.31","c2_mythic","443","Critical/Critical","us","2025-08-07 18:59:13"
"80.6.125.36","c2_meshagent","80","Critical/Critical","gb","2025-08-07 23:54:37"
"5.101.84.173","c2_havoc","443","Critical/Critical","ru","2025-08-07 10:03:45"
"150.136.124.241","c2_mythic","443","Critical/Critical","us","2025-08-07 20:03:01"
"143.198.50.31","c2_havoc","443","Critical/Critical","us","2025-08-07 21:37:08"
"144.202.6.54","c2_mythic","443","Critical/Critical","us","2025-08-07 23:52:57"
"52.195.139.152","C2","80","Critical/Critical","jp","2025-08-08 00:02:26"
"31.57.63.237","c2_havoc","443","Critical/Critical","ae","2025-08-04 19:05:13"
"196.251.85.56","c2_havoc","443","Critical/Critical","nl","2025-07-31 10:16:20"
"13.60.223.123","c2_meshagent","443","Critical/Critical","se","2025-08-08 00:22:44"
"23.227.172.141","c2_meshagent","80","Critical/Critical","us","2025-08-08 01:16:13"
"13.55.121.98","c2_meshagent","80","Critical/Critical","au","2025-08-08 01:32:31"
"3.83.159.195","c2_meshagent","443","Critical/Critical","us","2025-08-08 01:09:14"
"147.135.36.223","c2_mythic","443","Critical/Critical","us","2025-08-07 18:11:20"
"23.30.96.152","c2_meshagent","80","Critical/Critical","us","2025-08-08 05:25:44"
"5.161.144.140","c2_havoc","443","Critical/Critical","us","2025-08-07 14:22:46"
"101.37.236.43","c2_havoc","443","Critical/Critical","cn","2025-08-03 09:19:38"
"202.71.14.75","c2_covenant","7443","Critical/Critical","de","2025-07-22 05:10:03"
"172.167.163.14","c2_havoc","443","Critical/Critical","gb","2025-08-01 08:20:44"
"84.203.96.153","c2_meshagent","443","Critical/Critical","ie","2025-08-08 00:03:27"
"147.182.165.92","c2_covenant","7443","Critical/Critical","us","2025-07-23 09:02:18"
"47.83.134.97","c2_havoc","443","Critical/Critical","hk","2025-08-07 13:24:03"
"139.99.20.204","c2_mythic","443","Critical/Critical","sg","2025-08-07 21:58:41"
"20.119.77.135","c2_havoc","443","Critical/Critical","us","2025-08-07 03:57:44"
"129.80.2.53","c2_mythic","443","Critical/Critical","us","2025-08-07 23:32:48"
"4.180.20.2","c2_havoc","8443","Critical/Critical","nl","2025-07-31 01:31:20"
"13.211.144.98","c2_meshagent","443","Critical/Critical","au","2025-08-08 00:34:31"
"138.197.118.128","c2_mythic","443","Critical/Critical","us","2025-08-07 22:53:17"
"13.93.32.158","c2_meshagent","443","Critical/Critical","nl","2025-08-08 00:19:58"
"34.81.132.39","c2_metasploit","1337","Critical/Critical","tw","2025-07-19 21:52:49"
"80.211.163.21","c2_meshagent","443","Critical/Critical","it","2025-08-08 00:02:47"
"45.59.125.26","c2_havoc","443","Safe/Safe","us","2025-08-05 01:16:36"
"67.205.162.47","c2_meshagent","443","Critical/Critical","us","2025-08-07 23:55:27"
"13.246.116.62","c2_meshagent","80","Critical/Critical","za","2025-08-08 01:33:27"
"13.39.23.222","c2_havoc","443","Critical/Critical","fr","2025-08-01 10:07:14"
"13.229.117.58","c2_meshagent","443","Critical/Critical","sg","2025-08-08 01:31:22"
"13.61.187.174","c2_meshagent","80","Critical/Critical","se","2025-08-08 00:41:55"
"150.136.25.249","c2_mythic","80","Critical/Critical","us","2025-08-07 20:15:17"
"206.189.32.112","c2_havoc","443","Critical/Critical","sg","2025-08-07 11:53:49"
"140.245.22.4","c2_mythic","443","Critical/Critical","in","2025-08-07 22:11:24"
"178.62.48.123","c2_havoc","443","Critical/Critical","gb","2025-08-01 03:09:01"
"13.233.136.46","c2_meshagent","443","Critical/Critical","in","2025-08-08 00:23:33"
"129.213.203.206","c2_meshagent","80","Critical/Critical","us","2025-08-07 23:51:28"
"34.47.138.207","c2_havoc","80","Critical/Critical","in","2025-08-03 10:31:13"
"51.81.171.234","c2_havoc","443","Critical/Critical","us","2025-08-07 22:59:01"
"184.168.21.97","c2_mythic","443","Critical/Critical","us","2025-08-07 21:54:18"
"23.254.215.118","c2_havoc","443","Critical/Critical","us","2025-08-07 14:48:37"
"140.245.20.183","c2_mythic","443","Critical/Critical","in","2025-08-07 21:59:41"
"8.219.136.28","c2_mythic","80","Critical/Critical","sg","2025-08-07 20:28:51"
"61.4.109.87","c2_havoc","443","Critical/Critical","my","2025-08-01 03:42:00"
"185.196.11.206","c2_havoc","443","Critical/Critical","ch","2025-08-07 23:25:54"
"93.108.239.154","c2_meshagent","443","Critical/Critical","pt","2025-08-10 12:30:08"
"116.203.22.124","c2_mythic","80","Critical/Critical","de","2025-08-10 11:01:09"
"192.241.251.46","c2_meshagent","443","Critical/Critical","us","2025-08-10 12:31:25"
"188.40.59.236","c2_mythic","443","Critical/Critical","de","2025-08-10 10:09:50"
"34.222.248.79","c2_mythic","443","Critical/Critical","us","2025-08-10 08:22:53"
"45.55.38.194","c2_meshagent","443","Critical/Critical","us","2025-08-10 12:48:19"
"34.42.207.153","c2_meshagent","80","Critical/Critical","us","2025-08-10 13:46:39"
"202.71.14.75","c2_covenant","7443","Critical/Critical","de","2025-07-23 09:02:18"
"139.196.124.207","c2_metasploit","6667","Critical/Critical","cn","2025-08-01 15:50:06"
"52.51.113.46","c2_meshagent","443","Critical/Critical","ie","2025-08-10 13:05:01"
"145.239.130.101","c2_mythic","443","Critical/Critical","fr","2025-08-10 07:26:21"
"8.135.3.126","c2_meshagent","80","Critical/Critical","cn","2025-08-10 13:26:58"
"209.240.132.76","c2_mythic","443","Critical/Critical","us","2025-08-10 11:56:19"
"13.93.32.158","c2_meshagent","80","Critical/Critical","nl","2025-08-10 14:42:03"
"192.223.27.22","c2_mythic","443","Critical/Critical","us","2025-08-10 12:17:18"
"52.173.79.98","c2_meshagent","80","Critical/Critical","us","2025-08-10 13:06:04"
"34.155.136.73","c2_meshagent","80","Critical/Critical","fr","2025-08-10 12:54:55"
"52.43.174.104","c2_mythic","443","Critical/Critical","us","2025-08-10 12:21:29"
"66.63.187.17","c2_havoc","443","Critical/Critical","us","2025-08-01 09:00:24"
"15.235.4.94","c2_meshagent","80","Critical/Critical","ca","2025-08-10 12:31:54"
"52.19.8.23","c2_meshagent","80","Critical/Critical","ie","2025-08-10 13:41:50"
"34.160.137.166","c2_mythic","443","Critical/Critical","us","2025-08-10 13:19:23"
"15.237.14.203","c2_meshagent","443","Critical/Critical","fr","2025-08-10 12:58:19"
"35.75.228.75","c2_havoc","443","Critical/Critical","jp","2025-08-09 22:41:43"
"67.222.5.193","c2_mythic","80","Critical/Critical","us","2025-08-10 08:48:22"
"34.252.229.122","c2_meshagent","443","Critical/Critical","ie","2025-08-10 13:27:35"
"150.136.124.241","c2_mythic","443","Critical/Critical","us","2025-08-10 11:17:59"
"52.88.214.112","c2_meshagent","443","Critical/Critical","us","2025-08-10 14:00:58"
"52.70.216.184","c2_meshagent","443","Critical/Critical","us","2025-08-10 14:08:04"
"147.182.165.92","c2_covenant","7443","Critical/Critical","us","2025-07-22 10:19:46"
"144.202.6.54","c2_mythic","443","Critical/Critical","us","2025-08-10 08:09:05"
"185.42.170.220","c2_mythic","443","Critical/Critical","no","2025-08-10 07:29:03"
"86.106.85.191","c2_havoc","443","Critical/Critical","ro","2025-08-10 04:29:45"
"8.219.136.28","c2_mythic","80","Critical/Critical","sg","2025-08-10 14:09:31"
"52.11.106.124","c2_meshagent","8080","Critical/Critical","us","2025-08-10 14:31:00"
"159.203.143.205","c2_havoc","443","Critical/Critical","us","2025-08-10 09:56:42"
"43.162.116.108","c2_havoc","80","Critical/Critical","us","2025-08-07 17:09:23"
"134.199.166.195","c2_mythic","80","Critical/Critical","au","2025-08-10 08:15:04"
"52.35.242.83","c2_meshagent","80","Critical/Critical","us","2025-08-10 13:16:36"
"65.181.112.236","c2_mythic","443","Critical/Critical","us","2025-08-10 09:10:42"
"34.210.241.218","c2_meshagent","80","Critical/Critical","us","2025-08-10 13:12:22"
"196.251.85.56","c2_havoc","443","Critical/Critical","nl","2025-08-06 15:41:38"
"8.137.23.142","c2_meshagent","80","Critical/Critical","cn","2025-08-10 13:11:32"
"150.136.25.249","c2_mythic","443","Critical/Critical","us","2025-08-10 11:52:13"
"192.3.81.196","c2_meshagent","443","Critical/Critical","us","2025-08-10 12:36:23"
"3.90.201.175","c2_havoc","443","Critical/Critical","us","2025-08-09 23:50:22"
"202.71.14.166","c2_havoc","443","Critical/Critical","de","2025-08-10 01:05:25"
"138.197.32.49","c2_havoc","443","Critical/Critical","us","2025-08-10 07:24:18"
"34.60.82.54","c2_mythic","443","Critical/Critical","us","2025-08-10 11:53:18"
"172.167.163.14","c2_havoc","443","Critical/Critical","gb","2025-08-03 07:52:19"
"185.106.250.107","c2_meshagent","443","Critical/Critical","at","2025-08-11 13:59:53"
"5.101.84.173","c2_havoc","8080","Critical/Critical","ru","2025-08-10 04:43:31"
"23.92.20.65","c2_havoc","443","Critical/Critical","us","2025-08-11 09:25:12"
"5.161.144.140","c2_havoc","80","Critical/Critical","us","2025-08-11 03:11:11"
"13.246.116.62","c2_meshagent","443","Critical/Critical","za","2025-08-11 14:10:25"
"185.87.48.188","c2_meshagent","443","Critical/Critical","ru","2025-08-11 13:36:42"
"3.95.161.61","c2_meshagent","80","Critical/Critical","us","2025-08-11 13:37:17"
"101.126.149.119","c2_havoc","443","Critical/Critical","cn","2025-08-10 06:34:30"
"129.80.2.53","c2_mythic","80","Critical/Critical","us","2025-08-11 04:52:55"
"185.180.207.144","c2_meshagent","80","Critical/Critical","pl","2025-08-11 13:37:20"
"145.239.130.101","c2_mythic","443","Critical/Critical","fr","2025-08-11 05:24:40"
"34.81.132.39","c2_metasploit","6667","Critical/Critical","tw","2025-08-01 15:50:06"
"13.39.23.222","c2_havoc","9003","Critical/Critical","fr","2025-08-02 21:01:58"
"203.161.38.57","c2_metasploit","443","Critical/Critical","us","2025-08-10 10:56:15"
"159.203.143.205","c2_havoc","443","Critical/Critical","us","2025-08-11 02:59:12"
"185.26.54.254","c2_meshagent","443","Critical/Critical","ru","2025-08-11 13:57:11"
"129.211.212.43","c2_mythic","80","Critical/Critical","cn","2025-08-11 05:35:34"
"139.99.20.204","c2_mythic","443","Critical/Critical","sg","2025-08-11 07:24:24"
"3.130.126.182","c2_meshagent","80","Critical/Critical","us","2025-08-11 13:21:46"
"23.20.191.130","c2_mythic","8443","Critical/Critical","us","2025-08-11 05:25:58"
"141.145.147.99","c2_mythic","443","Critical/Critical","us","2025-08-11 09:15:54"
"47.251.23.76","c2_mythic","443","Critical/Critical","us","2025-08-11 04:14:03"
"20.119.77.135","c2_havoc","443","Critical/Critical","us","2025-08-03 09:19:38"
"148.113.198.20","c2_mythic","80","Critical/Critical","ca","2025-08-11 08:17:38"
"140.245.22.4","c2_mythic","443","Critical/Critical","in","2025-08-11 09:30:51"
"136.33.28.142","c2_mythic","80","Critical/Critical","us","2025-08-11 08:04:04"
"98.86.138.98","c2_havoc","443","Critical/Critical","us","2025-08-06 15:41:38"
"23.227.199.118","c2_havoc","443","Critical/Critical","us","2025-08-11 06:12:33"
"178.62.48.123","c2_havoc","443","Critical/Critical","gb","2025-08-11 03:55:45"
"185.66.108.179","c2_meshagent","443","Critical/Critical","ch","2025-08-11 13:41:18"
"139.196.124.207","c2_metasploit","3780","Critical/Critical","cn","2025-07-20 10:23:12"
"20.188.119.195","c2_havoc","443","Critical/Critical","sg","2025-08-11 05:32:41"
"205.234.156.138","c2_metasploit","5555","Critical/Critical","us","2025-07-17 17:51:39"
"185.42.170.220","c2_mythic","443","Critical/Critical","no","2025-08-11 12:53:37"
"23.121.133.109","c2_meshagent","443","Critical/Critical","us","2025-08-11 13:32:23"
"13.215.112.119","c2_meshagent","80","Critical/Critical","sg","2025-08-11 14:33:57"
"144.217.75.7","c2_mythic","80","Critical/Critical","ca","2025-08-11 05:10:07"
"13.55.121.98","c2_meshagent","443","Critical/Critical","au","2025-08-11 13:48:29"
"47.83.134.97","c2_havoc","443","Critical/Critical","hk","2025-08-11 02:45:26"
"52.0.186.66","c2_mythic","443","Critical/Critical","us","2025-08-11 10:18:45"
"44.211.104.224","c2_mythic","443","Critical/Critical","us","2025-08-11 12:10:52"
"54.66.141.37","c2_meshagent","443","Critical/Critical","au","2025-08-11 13:58:05"
"43.162.116.108","c2_havoc","443","Critical/Critical","us","2025-08-09 15:03:13"
"138.197.118.128","c2_mythic","80","Critical/Critical","us","2025-08-11 06:55:08"
"185.179.190.32","c2_meshagent","443","Critical/Critical","ru","2025-08-11 13:50:16"
"51.81.171.234","c2_havoc","443","Critical/Critical","us","2025-08-11 03:42:36"
"185.178.47.243","c2_meshagent","443","Critical/Critical","ru","2025-08-11 13:36:34"
"35.75.228.75","c2_havoc","443","Critical/Critical","jp","2025-08-10 16:30:46"
"185.196.11.206","c2_havoc","443","Critical/Critical","ch","2025-08-11 06:29:24"
"195.66.213.157","c2_posh","443","Critical/Critical","ua","2025-07-20 10:37:12"
"150.136.25.249","c2_mythic","443","Critical/Critical","us","2025-08-11 07:24:24"
"185.236.210.65","c2_meshagent","443","Critical/Critical","ru","2025-08-11 13:21:14"
"13.55.121.98","c2_meshagent","443","Critical/Critical","au","2025-08-11 13:45:42"
"185.87.48.188","c2_meshagent","443","Critical/Critical","ru","2025-08-11 13:41:24"
"54.164.113.46","c2_mythic","443","Critical/Critical","us","2025-08-11 12:10:52"
"158.179.209.175","c2_covenant","7443","Critical/Critical","es","2025-07-22 05:10:03"
"185.150.132.104","c2_meshagent","80","Critical/Critical","pl","2025-08-11 13:47:58"
"205.234.156.139","c2_metasploit","5555","Critical/Critical","us","2025-07-17 17:51:39"
"13.60.223.123","c2_meshagent","443","Critical/Critical","se","2025-08-11 14:10:21"
"13.203.127.32","c2_meshagent","80","Critical/Critical","in","2025-08-11 14:47:07"
"94.136.191.129","c2_mythic","443","Critical/Critical","in","2025-08-11 14:02:28"
"202.71.14.75","c2_covenant","7443","Critical/Critical","de","2025-07-22 10:19:46"
"3.79.148.6","c2_mythic","443","Critical/Critical","de","2025-08-11 09:15:54"
"23.227.172.141","c2_meshagent","443","Critical/Critical","us","2025-08-11 14:07:18"
"154.12.230.166","c2_mythic","443","Critical/Critical","us","2025-08-11 12:53:37"
"149.102.22.120","c2_mythic","443","Critical/Critical","gb","2025-08-11 11:12:48"
"185.187.111.125","c2_meshagent","443","Critical/Critical","nl","2025-08-11 13:48:42"
"150.136.124.241","c2_mythic","443","Critical/Critical","us","2025-08-11 08:18:35"
"52.43.174.104","c2_mythic","80","Critical/Critical","us","2025-08-11 10:12:40"
"147.182.165.92","c2_covenant","7443","Critical/Critical","us","2025-07-25 01:16:01"
"158.58.207.165","c2_darkcomet","100","Critical/Critical","bg","2025-08-10 21:26:57"
"185.236.211.234","c2_meshagent","443","Critical/Critical","ru","2025-08-11 13:44:59"
"13.220.255.89","c2_meshagent","80","Critical/Critical","us","2025-08-11 14:33:57"
"185.198.234.65","c2_meshagent","443","Critical/Critical","nl","2025-08-11 13:21:30"
"13.204.45.168","c2_meshagent","80","Critical/Critical","in","2025-08-11 14:20:21"
"148.113.198.20","c2_mythic","80","Critical/Critical","ca","2025-08-11 06:55:08"
"136.33.28.142","c2_mythic","443","Safe/Safe","us","2025-08-11 07:12:57"
"13.61.8.206","c2_meshagent","443","Critical/Critical","se","2025-08-11 13:22:38"
"185.182.219.24","c2_meshagent","443","Critical/Critical","kz","2025-08-11 13:32:23"
"184.168.21.97","c2_mythic","443","Critical/Critical","us","2025-08-11 10:31:20"
"3.6.25.212","c2_meshagent","80","Critical/Critical","in","2025-08-11 13:21:46"
"13.233.136.46","c2_meshagent","443","Critical/Critical","in","2025-08-11 13:57:11"
"185.168.194.154","c2_mythic","443","Critical/Critical","gb","2025-08-11 12:19:34"
"23.92.21.155","c2_meshagent","443","Critical/Critical","us","2025-08-11 13:41:18"
"13.246.116.62","c2_meshagent","80","Critical/Critical","za","2025-08-11 14:26:43"
"185.51.10.188","c2_meshagent","443","Critical/Critical","de","2025-08-11 13:59:53"
"185.42.170.220","c2_mythic","80","Critical/Critical","no","2025-08-11 11:33:18"
"13.61.188.176","c2_meshagent","80","Critical/Critical","se","2025-08-11 13:23:21"
"39.109.208.235","c2_mythic","80","Critical/Critical","sg","2025-08-11 08:04:04"
"185.106.250.107","c2_meshagent","443","Critical/Critical","at","2025-08-11 14:07:02"
"85.215.221.231","c2_covenant","7443","Critical/Critical","de","2025-07-23 09:02:18"
"13.215.112.119","c2_meshagent","443","Critical/Critical","sg","2025-08-11 14:10:25"
"44.211.104.224","c2_mythic","80","Critical/Critical","us","2025-08-11 11:26:08"
"116.203.22.124","c2_mythic","443","Safe/Low","de","2025-08-11 07:18:45"
"104.131.99.53","c2_mythic","443","Critical/Critical","us","2025-08-11 10:18:45"
"185.202.199.51","C2","443","Critical/Critical","de","2025-08-11 13:45:54"
"185.207.155.16","c2_meshagent","443","Critical/Critical","de","2025-08-11 13:24:32"
"185.26.54.254","c2_meshagent","443","Critical/Critical","ru","2025-08-11 13:48:29"
"13.239.146.201","c2_meshagent","443","Critical/Critical","au","2025-08-11 13:36:42"
"139.196.124.207","c2_metasploit","443","Critical/Critical","cn","2025-08-10 10:56:15"
"34.69.120.231","c2_meshagent","443","Critical/Critical","us","2025-08-12 23:15:57"
"35.180.97.114","c2_havoc","443","Critical/Critical","fr","2025-08-08 19:47:37"
"130.61.204.173","c2_meshagent","80","Critical/Critical","de","2025-08-12 22:53:00"
"23.227.199.118","c2_havoc","8000","Critical/Critical","us","2025-08-11 06:16:10"
"131.153.96.4","c2_meshagent","80","Critical/Critical","rs","2025-08-12 23:00:23"
"4.180.20.2","c2_havoc","443","Critical/Critical","nl","2025-08-11 14:02:13"
"130.61.61.222","c2_meshagent","80","Critical/Critical","de","2025-08-12 22:56:27"
"80.149.60.139","c2_havoc","443","Critical/Critical","de","2025-08-07 09:36:40"
"77.33.129.118","c2_meshagent","443","Critical/Critical","dk","2025-08-12 23:19:36"
"84.230.14.79","c2_mythic","443","Critical/Critical","fi","2025-08-12 17:28:15"
"216.104.169.223","c2_mythic","443","Moderate/Safe","us","2025-08-12 21:03:19"
"66.63.187.17","c2_havoc","443","Critical/Critical","us","2025-08-03 09:19:38"
"5.196.65.91","c2_mythic","443","Critical/Critical","fr","2025-08-12 18:08:05"
"34.160.137.166","c2_mythic","443","Critical/Critical","us","2025-08-12 22:34:43"
"3.90.201.175","c2_havoc","443","Critical/Critical","us","2025-08-12 04:32:27"
"39.109.208.235","c2_mythic","443","Critical/Critical","sg","2025-08-12 18:45:27"
"150.136.101.139","c2_mythic","443","Critical/Critical","us","2025-08-12 20:32:08"
"23.92.20.65","c2_havoc","443","Critical/Critical","us","2025-08-12 12:55:17"
"202.71.14.75","c2_covenant","8443","Critical/Critical","de","2025-08-12 01:53:55"
"202.71.14.166","c2_havoc","443","Critical/Critical","de","2025-08-11 03:15:11"
"89.104.67.228","c2_meshagent","443","Critical/Critical","ru","2025-08-12 23:08:55"
"85.239.63.3","c2_havoc","443","Critical/Critical","gb","2025-08-06 15:41:38"
"101.126.149.119","c2_havoc","443","Critical/Critical","cn","2025-08-12 10:28:11"
"141.145.147.99","c2_mythic","443","Critical/Critical","us","2025-08-12 18:59:30"
"51.81.171.234","c2_havoc","443","Critical/Critical","us","2025-08-12 15:43:56"
"86.54.42.217","c2_havoc","80","Critical/Critical","sc","2025-08-12 21:45:15"
"34.81.132.39","c2_metasploit","3780","Critical/Critical","tw","2025-07-20 10:23:12"
"85.215.221.231","c2_covenant","7443","Critical/Critical","de","2025-07-22 05:10:03"
"20.188.119.195","c2_havoc","443","Critical/Critical","sg","2025-08-12 21:40:29"
"44.198.96.249","c2_meshagent","443","Critical/Critical","us","2025-08-12 23:13:22"
"116.203.22.124","c2_mythic","443","Safe/Low","de","2025-08-12 21:20:06"
"144.217.75.7","c2_mythic","443","Critical/Critical","ca","2025-08-12 17:07:29"
"51.75.205.189","c2_covenant","7443","Critical/Critical","fr","2025-07-22 10:19:46"
"107.152.41.128","c2_meshagent","443","Critical/Critical","us","2025-08-12 23:07:18"
"43.162.116.108","c2_havoc","443","Critical/Critical","us","2025-08-06 20:47:04"
"129.213.42.195","c2_mythic","443","Critical/Low","us","2025-08-12 17:52:33"
"77.78.203.115","c2_meshagent","443","Critical/Critical","ba","2025-08-12 23:23:06"
"123.56.127.50","c2_havoc","443","Critical/Critical","cn","2025-08-09 15:03:13"
"130.61.159.206","c2_meshagent","80","Critical/Critical","de","2025-08-12 22:57:44"
"83.142.198.220","c2_mythic","443","Critical/Critical","pl","2025-08-12 20:08:53"
"139.196.124.207","c2_metasploit","443","Critical/Critical","cn","2025-08-11 20:50:41"
"104.164.55.75","c2_havoc","443","Critical/Critical","us","2025-08-11 02:59:12"
"93.115.20.114","c2_metasploit","5555","Critical/Critical","nl","2025-07-17 17:51:39"
"165.154.224.234","c2_havoc","443","Critical/Critical","hk","2025-08-11 06:29:24"
"52.25.98.103","c2_meshagent","80","Critical/Critical","us","2025-08-12 22:58:40"
"196.251.84.186","c2_havoc","443","Critical/Critical","nl","2025-08-12 05:03:11"
"13.39.23.222","c2_havoc","443","Critical/Critical","fr","2025-08-08 10:02:28"
"150.136.25.249","c2_mythic","80","Critical/Critical","us","2025-08-12 20:51:33"
"52.70.216.184","c2_meshagent","443","Critical/Critical","us","2025-08-12 23:27:40"
"44.236.75.163","c2_meshagent","443","Critical/Critical","us","2025-08-12 23:13:21"
"185.68.250.19","c2_meshagent","443","Critical/Critical","at","2025-08-14 00:23:06"
"51.75.205.189","c2_covenant","7443","Critical/Critical","fr","2025-07-25 01:16:01"
"13.37.220.47","c2_havoc","443","Critical/Critical","fr","2025-08-13 20:12:53"
"34.207.75.216","c2_meshagent","443","Critical/Critical","us","2025-08-13 23:47:08"
"134.22.162.165","c2_mythic","443","Critical/Critical","us","2025-08-13 20:32:07"
"13.48.106.87","c2_havoc","443","Critical/Critical","se","2025-08-13 22:40:15"
"101.37.236.43","c2_havoc","9003","Critical/Critical","cn","2025-08-13 19:53:11"
"74.163.97.231","c2_havoc","443","Critical/Critical","br","2025-08-13 18:41:39"
"202.71.14.75","c2_covenant","7443","Critical/Critical","de","2025-07-22 05:10:03"
"212.227.76.105","c2_mythic","80","Critical/Critical","de","2025-08-13 20:05:22"
"185.198.234.65","c2_meshagent","80","Critical/Critical","nl","2025-08-13 23:23:09"
"150.136.101.139","c2_mythic","443","Critical/Critical","us","2025-08-13 19:10:25"
"34.229.170.92","c2_meshagent","80","Critical/Critical","us","2025-08-14 00:15:14"
"50.116.26.208","c2_mythic","443","Critical/Critical","us","2025-08-13 18:00:08"
"134.199.166.195","c2_mythic","80","Critical/Critical","au","2025-08-13 20:10:51"
"47.251.23.76","c2_mythic","443","Critical/Critical","us","2025-08-13 15:16:29"
"52.136.194.61","c2_meshagent","80","Critical/Critical","nl","2025-08-14 01:52:07"
"52.43.174.104","c2_mythic","443","Critical/Critical","us","2025-08-13 18:43:07"
"185.53.251.184","c2_meshagent","443","Critical/Critical","ru","2025-08-13 23:37:09"
"3.90.201.175","c2_havoc","443","Critical/Critical","us","2025-08-13 15:13:15"
"185.82.24.75","c2_meshagent","80","Critical/Critical","ru","2025-08-14 00:22:24"
"129.154.247.47","c2_mythic","443","Critical/Critical","in","2025-08-13 20:03:14"
"34.219.200.70","c2_havoc","443","Critical/Critical","us","2025-08-09 16:33:45"
"185.185.71.136","c2_meshagent","443","Critical/Critical","ru","2025-08-13 23:24:30"
"185.248.176.4","c2_meshagent","443","Critical/Critical","cz","2025-08-13 23:20:12"
"185.87.48.188","c2_meshagent","443","Critical/Critical","ru","2025-08-13 23:20:07"
"165.154.224.234","c2_havoc","443","Critical/Critical","hk","2025-08-11 14:02:13"
"44.198.96.249","c2_meshagent","443","Critical/Critical","us","2025-08-13 23:35:05"
"150.136.180.112","c2_mythic","443","Critical/Critical","us","2025-08-13 19:37:52"
"3.14.65.146","c2_meshagent","443","Critical/Critical","us","2025-08-14 00:40:40"
"143.198.91.116","c2_havoc","8443","Critical/Critical","sg","2025-08-11 11:00:58"
"202.71.14.166","c2_havoc","443","Safe/Safe","de","2025-08-13 11:29:56"
"3.110.141.192","c2_mythic","443","Critical/Critical","in","2025-08-13 21:37:17"
